"group","name","rating","n_rater","n_reviewer","summary","process","ingredient"
"meat-and-poultry.turkey","Ground Turkey Noodle Bake",0,0,267,"A satisfying casserole using ground turkey, egg noodles, and plenty of cheese.","prep: 15 mins,cook: 35 mins,total: 50 mins,Servings: 6,Yield: 6 servings","3 cups wide egg noodles + 1 pound ground turkey + 1 onion, chopped + 1 (15 ounce) can tomato sauce + 1 teaspoon Italian seasoning + ½ cup milk + 4 ounces cream cheese + 1 tablespoon minced fresh parsley + 1 clove garlic, minced + 1<U+2009>¼ cups shredded part-skim mozzarella cheese"
"meat-and-poultry.turkey","Mom's Turkey Sausage Patties",0,0,346,"A quick and easy recipe for classic tasty breakfast sausage patties. Great with pancakes and eggs. This recipe has a mild to moderate zing. Increase cayenne and black pepper if you like more of a punch. Thyme may be substituted for sage, or use both.","prep: 5 mins,cook: 15 mins,total: 20 mins,Servings: 8,Yield: 8 servings","2 pounds ground turkey + ¾ teaspoon ground ginger + 1<U+2009>½ teaspoons salt + 1 teaspoon dried sage + ¼ teaspoon cayenne pepper + 1<U+2009>½ teaspoons ground black pepper"
"meat-and-poultry.turkey","Marinated Turkey Breast",4.5,283,227,"This recipe came from my mother. These always turn out juicy and tender no matter how long my husband leaves them on the grill! Easy to prepare, but it's always best when marinated for at least 4 hours.","prep: 20 mins,cook: 30 mins,additional: 4 hrs 10 mins,total: 5 hrs,Servings: 12,Yield: 12 servings","2 cloves garlic, peeled and minced + 1 tablespoon finely chopped fresh basil + ½ teaspoon ground black pepper + 2 (3 pound) boneless turkey breast halves + 6 whole cloves + ¼ cup vegetable oil + ¼ cup soy sauce + 2 tablespoons lemon juice + 1 tablespoon brown sugar"
"meat-and-poultry.turkey","Turkey Salad",0,0,157,"Spread it on crackers! Make it into a sandwich! This melt in your mouth appetizer will have your whole party jumping! It's great during the holidays or anytime.","prep: 20 mins,additional: 8 hrs,total: 8 hrs 20 mins,Servings: 24,Yield: 3 cups","¾ pound cooked turkey meat + 2 stalks celery + 2 green onions + ½ red bell pepper + 3 tablespoons mayonnaise + 2 tablespoons prepared Dijon-style mustard + 1 tablespoon cider vinegar + 1 teaspoon white sugar + ¼ teaspoon salt"
"meat-and-poultry.turkey.ground","Best Turkey Burgers",4.5,2595,1872,"This is the best turkey burger recipe. After making them the first time my husband said 'no more' to beef burgers. These are really good - any cooking method may be used, and they freeze very well. The recipe can also be used for meatballs or meatloaves.","prep: 15 mins,cook: 15 mins,total: 30 mins,Servings: 12,Yield: 12 burgers","3 pounds ground turkey + ¼ cup seasoned bread crumbs + ¼ cup finely diced onion + 2 egg whites, lightly beaten + ¼ cup chopped fresh parsley + 1 clove garlic, peeled and minced + 1 teaspoon salt + ¼ teaspoon ground black pepper"
"meat-and-poultry.turkey.ground","Ground Turkey Noodle Bake",0,0,267,"A satisfying casserole using ground turkey, egg noodles, and plenty of cheese.","prep: 15 mins,cook: 35 mins,total: 50 mins,Servings: 6,Yield: 6 servings","3 cups wide egg noodles + 1 pound ground turkey + 1 onion, chopped + 1 (15 ounce) can tomato sauce + 1 teaspoon Italian seasoning + ½ cup milk + 4 ounces cream cheese + 1 tablespoon minced fresh parsley + 1 clove garlic, minced + 1<U+2009>¼ cups shredded part-skim mozzarella cheese"
"meat-and-poultry.turkey.ground","Butternut Squash and Turkey Chili",0,0,361,"This is a delicious, filling chili. Serve topped with sour cream and tortilla chips!","prep: 20 mins,cook: 30 mins,total: 50 mins,Servings: 12,Yield: 12 cups","2 tablespoons olive oil + 1 onion, chopped + 2 cloves garlic, minced + 1 pound ground turkey breast + 1 pound butternut squash - peeled, seeded and cut into 1-inch dice + ½ cup chicken broth + 1 (4.5 ounce) can chopped green chilies + 2 (14.5 ounce) cans petite diced tomatoes + 1 (15 ounce) can kidney beans with liquid + 1 (15.5 ounce) can white hominy, drained + 1 (8 ounce) can tomato sauce + 1 tablespoon chili powder + 1 tablespoon ground cumin + 1 teaspoon garlic salt"
"meat-and-poultry.turkey.ground","Turkey and Quinoa Meatloaf",4.5,2411,1747,"I always found turkey meatloaf to be quite disappointing. The flavor is usually lacking as well as the texture. Well, I have developed this version that has a great texture and a surprisingly good flavor (my brother couldn't even tell that it wasn't beef)! The secret is the quinoa, which adds wonderful texture and is much nuttier than breadcrumbs. I hope you enjoy this recipe!","prep: 30 mins,cook: 50 mins,total: 1 hr 20 mins,Servings: 5,Yield: 5 servings","¼ cup quinoa + ½ cup water + 1 teaspoon olive oil + 1 small onion, chopped + 1 large clove garlic, chopped + 1 (20 ounce) package ground turkey + 1 tablespoon tomato paste + 1 tablespoon hot pepper sauce + 2 tablespoons Worcestershire sauce + 1 egg + 1<U+2009>½ teaspoons salt + 1 teaspoon ground black pepper + 2 tablespoons brown sugar + 2 teaspoons Worcestershire sauce + 1 teaspoon water"
"meat-and-poultry.turkey.ground","Cameron's Ground Turkey Salsa Ranchera for Tacos and Burritos",5,3,2,"It doesn't get much easier than this -- lean ground turkey and salsa ranchera combined and made in a pressure cooker such as Instant Pot®. Perfect for tacos, burritos, or even a taco salad.","prep: 5 mins,cook: 30 mins,additional: 5 mins,total: 40 mins,Servings: 4,Yield: 4 servings","1 teaspoon canola oil + 1<U+2009>¼ pounds lean ground turkey + 1 (7 ounce) can salsa ranchera (such as HERDEZ®)"
"meat-and-poultry.turkey.ground","Ground Turkey Burritos That Will Fool Your Kids",4.5,4,3,"Great burritos that your kids will eat and ask for more. Ground turkey, crushed tomatoes, rice, onions, garlic, and celery wrapped in red cabbage within a white tortilla shell. We go to a lot of evening swim meets and our kids love them. If we told them what was inside they would say Eww! Without cheese, this is a lighter dinner alternative on the go.","prep: 20 mins,cook: 1 hr,total: 1 hr 20 mins,Servings: 12,Yield: 12 burritos","water to cover + 1 cup uncooked brown rice + 1 head red cabbage + ¼ cup olive oil + ½ red onion, chopped + 1 stalk celery, finely chopped + 1 clove garlic, minced + 1 pound ground turkey + sea salt to taste + 1 (8 ounce) can crushed tomatoes + 12 (10 inch) flour tortillas"
"meat-and-poultry.turkey.ground","Turkey Bolognese with Penne",5,3,3,"This ground turkey Bolognese with penne pasta is a very surprising and hearty meal. This recipe is packed with flavor.","prep: 15 mins,cook: 35 mins,total: 50 mins,Servings: 6","2 tablespoons olive oil + 1 pound ground turkey + ¾ cup chopped carrots + ½ cup chopped onion + ½ cup chopped celery + 4 cloves garlic, minced + 1 tablespoon ground thyme + 1 pinch red pepper flakes + ¼ cup dry white wine + 2 cups tomato sauce + ½ cup tomato juice + 2 tablespoons dried parsley + 1 (8 ounce) package penne pasta + ½ cup grated Parmesan cheese + salt and ground black pepper to taste"
"meat-and-poultry.turkey.ground","Best Turkey Meatloaf",4.5,378,298,"For a healthier turkey meatloaf, after much trial and error I came up with this recipe. It's important to make this on a jelly-roll pan (rimmed baking sheet) so the liquids can be drained off. Also, don't put the topping on before the meatloaf has cooked for 30 minutes; ground turkey creates a lot of juices, so if you put the topping on first it will become watery and runny.","prep: 15 mins,cook: 1 hr,total: 1 hr 15 mins,Servings: 8,Yield: 1 meatloaf","1<U+2009>½ pounds ground turkey + ¾ cup crushed buttery round crackers + ½ cup milk + 1 small onion, chopped + 1 egg + 2 cloves garlic, minced + 1<U+2009>½ teaspoons salt + ¼ teaspoon ground black pepper + ½ cup ketchup + ¼ cup brown sugar + 1 tablespoon Worcestershire sauce"
"meat-and-poultry.turkey.ground","Swedish Turkey Meatballs",4.5,50,37,"I've tried a few different Swedish Meatballs recipes and also the sauce packets they sell at the stores but I've never been happy with the results. One night I really wanted to make Swedish Meatballs, and after looking on multiple websites for recipes, I finally gave up and made up my own. It turned out delicious!","prep: 20 mins,cook: 33 mins,total: 53 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds ground turkey + ¾ cup bread crumbs + 1 egg, beaten + 2 tablespoons grated Parmesan cheese + 2 cloves garlic, minced + 2 teaspoons dried Italian seasoning + 2 cups beef broth + 3 tablespoons all-purpose flour + 2 tablespoons butter + 1 cup heavy whipping cream + 1 tablespoon Worcestershire sauce (Optional) + ¼ teaspoon ground black pepper"
"meat-and-poultry.turkey.ground","Chef John's Turkey Burger",4.5,74,55,"This recipe uses some of the same techniques and seasonings as the shish kebab to improve the dull turkey burger. For something made with meat that is 95% fat free this is pretty good!","prep: 15 mins,cook: 10 mins,additional: 1 hr 5 mins,total: 1 hr 30 mins,Servings: 4,Yield: 4 burgers","1<U+2009>½ pounds ground turkey + 1<U+2009>½ tablespoons plain bread crumbs + 1<U+2009>½ tablespoons ground almonds + 1 teaspoon chile paste + 2 cloves garlic, crushed and minced + 1<U+2009>½ teaspoons finely grated fresh ginger + 1<U+2009>½ teaspoons salt + 1<U+2009>½ teaspoons garam masala + 1 tablespoon lemon juice + 2 tablespoons plain yogurt + 2 tablespoons chopped fresh cilantro"
"meat-and-poultry.turkey.ground","Maple Apple Turkey Sausage",0,0,12,"I love breakfast sausage, but most store-bought brands are high in calories and fat and not very diet-friendly. Try this slightly sweet version made with real maple syrup. The apples help keep the sausage moist. I like to cook up a batch on Sundays and store in the fridge for quick breakfasts all week. Take care not to overcook the patties.","prep: 10 mins,cook: 6 mins,total: 16 mins,Servings: 10,Yield: 10 patties","1 pound lean ground turkey + 1 small apple - peeled, cored, and finely chopped + 1 tablespoon pure maple syrup, or more to taste + ¾ teaspoon salt + ½ teaspoon dried sage + ¼ teaspoon garlic powder + ¼ teaspoon ground black pepper + ¼ teaspoon dried marjoram + <U+215B> teaspoon ground cinnamon + 1 dash ground cloves + 1 tablespoon olive oil"
"meat-and-poultry.turkey.ground","Instant Pot® Midwest Goulash",4.5,7,7,"I lightened this Instant Pot® goulash up by using ground turkey instead of beef. You can add corn, beans, or peas and you could top with cheese.","prep: 15 mins,cook: 10 mins,additional: 15 mins,total: 40 mins,Servings: 4,Yield: 4 servings","1 tablespoon olive oil + 1 pound ground turkey + 2 small carrots, grated + ½ onion, diced + ½ green bell pepper, diced + 1 tablespoon Italian seasoning, or to taste + 1 teaspoon garlic powder, or to taste + 1 teaspoon seasoned salt (such as Lawry's®), or to taste + 1 teaspoon ground black pepper, or to taste + 1<U+2009>½ cups water + 1 tablespoon Worcestershire sauce + 1<U+2009>½ teaspoons beef bouillon granules + 2 cups elbow macaroni + 1 teaspoon paprika + 1 (15 ounce) can petite diced tomatoes + 1 (8 ounce) can tomato sauce"
"meat-and-poultry.turkey.ground","Swedish Turkey Meatballs",4.5,50,37,"I've tried a few different Swedish Meatballs recipes and also the sauce packets they sell at the stores but I've never been happy with the results. One night I really wanted to make Swedish Meatballs, and after looking on multiple websites for recipes, I finally gave up and made up my own. It turned out delicious!","prep: 20 mins,cook: 33 mins,total: 53 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds ground turkey + ¾ cup bread crumbs + 1 egg, beaten + 2 tablespoons grated Parmesan cheese + 2 cloves garlic, minced + 2 teaspoons dried Italian seasoning + 2 cups beef broth + 3 tablespoons all-purpose flour + 2 tablespoons butter + 1 cup heavy whipping cream + 1 tablespoon Worcestershire sauce (Optional) + ¼ teaspoon ground black pepper"
"meat-and-poultry.turkey.ground","Seasoned Turkey Burgers",4.5,684,497,"These burgers are great on the 'que' or indoors. Dress them up as you like, even on a whole wheat bun. Baked garlic home fries go great with it! Serve with the 'works': lettuce, tomato, avocado, sprouts, onion, mayonnaise, mustard, ketchup, etc.","prep: 10 mins,cook: 20 mins,additional: 10 mins,total: 40 mins,Servings: 6,Yield: 6 servings","1<U+2009>½ pounds ground turkey + 1 (1 ounce) package dry onion soup mix + ½ teaspoon ground black pepper + ½ teaspoon garlic powder + 1<U+2009>½ tablespoons soy sauce + 1 egg, lightly beaten (Optional) + 6 hamburger buns, split"
"meat-and-poultry.turkey.ground","Fast and Friendly Meatballs",4.5,1069,801,"These oven-baked meatballs are fast and easy to prepare and very kid-friendly. You can serve them with pasta and spaghetti sauce or just eat them with ketchup, as my children do. Feel free to substitute lean ground beef for the ground turkey. The turkey should have at least 7% fat.","prep: 10 mins,cook: 20 mins,total: 30 mins,Servings: 6,Yield: 18 meatballs","2 tablespoons olive oil + 1 (20 ounce) package ground turkey + 1 egg, beaten + <U+2153> cup Italian seasoned bread crumbs"
"meat-and-poultry.turkey.ground","Chef John's Turkey Sloppy Joes",4.5,532,388,"This made for a very enjoyable lunch, and kept warm in a slow cooker, could also work very nicely for a Super Bowl party. It tastes enough like a traditional beef Sloppy Joe to provide that satisfying comfort food fix, yet seems much lighter.","prep: 10 mins,cook: 30 mins,total: 40 mins,Servings: 6,Yield: 6 sandwiches","2 tablespoons butter + 1 onion, diced + salt and ground black pepper to taste + 1<U+2009>¼ pounds ground turkey + ½ cup cold water + ¾ cup ketchup + 1<U+2009>½ tablespoons brown sugar + ½ teaspoon cayenne pepper, or to taste + ½ teaspoon Worcestershire sauce + ½ teaspoon unsweetened cocoa powder + 1 cup water, or as needed + 6 hamburger buns, split + <U+2153> cup chopped green onions + ½ cup shredded white Cheddar cheese"
"meat-and-poultry.turkey.ground","Lazygirl's Ground Turkey Stroganoff",4,544,435,"A creamy and delicious seasoned ground turkey mixture is served over hot egg noodles.","prep: 15 mins,cook: 20 mins,total: 35 mins,Servings: 4,Yield: 4 servings","1 (8 ounce) package uncooked egg noodles + 1 tablespoon vegetable oil + 1 pound ground turkey + 1 tablespoon minced onion + 1 cube chicken bouillon, crumbled + 1 (10.75 ounce) can condensed cream of mushroom soup + ½ cup water + 1 tablespoon paprika + salt to taste"
"meat-and-poultry.turkey.ground","Mom's Turkey Sausage Patties",0,0,346,"A quick and easy recipe for classic tasty breakfast sausage patties. Great with pancakes and eggs. This recipe has a mild to moderate zing. Increase cayenne and black pepper if you like more of a punch. Thyme may be substituted for sage, or use both.","prep: 5 mins,cook: 15 mins,total: 20 mins,Servings: 8,Yield: 8 servings","2 pounds ground turkey + ¾ teaspoon ground ginger + 1<U+2009>½ teaspoons salt + 1 teaspoon dried sage + ¼ teaspoon cayenne pepper + 1<U+2009>½ teaspoons ground black pepper"
"meat-and-poultry.turkey.ground","Slow Cooker 3-Bean Chili",0,0,73,"This is so easy and so tasty. Freezes great for meals later in the week. If you want it a little thinner add an extra can of tomato sauce. Also the green chiles are not hot but add a wonderful flavor, so don't be afraid of them.","prep: 10 mins,cook: 4 hrs 10 mins,total: 4 hrs 20 mins,Servings: 10,Yield: 10 servings","1 (20 ounce) package 93%-lean ground turkey + 1 (28 ounce) can diced fire-roasted tomatoes + 1 (16 ounce) can tomato sauce + 1 (15.5 ounce) can pinto beans, rinsed and drained + 1 (15.5 ounce) can kidney beans, rinsed and drained + 1 (15 ounce) can reduced-sodium black beans, rinsed and drained + 1 small onion, chopped + 1 (4.5 ounce) can chopped green chiles + 2 tablespoons chili powder + 1 tablespoon minced garlic + 1 teaspoon oregano + 1 pinch ground cumin"
