group,name,rating,process,ingredient
breakfast-and-brunch.waffles,zucchini waffles green waffles,0,prep minscook minstotal minsservings yield waffles,cups shredded zucchini eggs tablespoon vegetable oil ¼ teaspoon onion powder pinch salt ½ cup dry potato flakes ¼ teaspoon baking powder
breakfast-and-brunch.waffles,puff pastry waffles,4.5,prep minscook minstotal minsservings yield waffles,ounce package frozen puff pastry thawed cooking spray
breakfast-and-brunch.waffles,cinnamon roll waffles,0,prep minscook minstotal minsservings yield servings,cups allpurpose flour tablespoons white sugar teaspoons baking powder teaspoon salt u½ cups warm milk u cup butter melted eggs beaten teaspoon vanilla extract ¾ cup brown sugar packed ½ cup butter melted tablespoon ground cinnamon u½ cups confectioners sugar ounce package cream cheese softened ¼ cup butter softened ½ teaspoon vanilla extract ub teaspoon salt
breakfast-and-brunch.waffles,carols cinnamon waffles,0,prep minscook minstotal minsservings yield small square waffles,cups allpurpose flour ¼ cup white sugar ½ cup brown sugar u½ teaspoons ground cinnamon teaspoons baking powder ¼ teaspoon salt u¾ cups milk ½ cup vegetable oil teaspoon vanilla extract egg whites cooking spray
breakfast-and-brunch.waffles,strawberry waffles,4.5,prep minscook minstotal minsservings yield servings,u½ cups allpurpose flour teaspoons baking powder ¾ teaspoon salt cups buttermilk ½ cup vanilla greekstyle yogurt ½ cup butter melted eggs beaten u½ tablespoons white sugar ¾ cup chopped strawberries or more to taste
breakfast-and-brunch.waffles,healthy multigrain chia waffles,5,prep minscook minstotal minsservings,cooking spray u¾ cups almond milk ½ cup unsweetened applesauce egg beaten tablespoons chia seeds teaspoon vanilla extract u¼ cups whole wheat flour ½ cup rolled oats ¼ cup flax seed meal teaspoons baking powder teaspoons white sugar or more to taste ¼ teaspoon salt optional
breakfast-and-brunch.waffles,protein waffles,0,prep minscook minstotal minsservings yield waffles,cup oldfashioned oats cup cottage cheese eggs egg whites teaspoon honey splash pure vanilla extract or to taste pinch ground cinnamon or to taste
breakfast-and-brunch.waffles,easy malted waffles,0,prep minscook minstotal minsservings yield servings,cooking spray cups allpurpose flour tablespoons malted milk powder tablespoons corn meal tablespoons white sugar u¼ tablespoons baking powder ½ teaspoon salt cups milk eggs beaten ¼ cup butter melted tablespoon vanilla extract
breakfast-and-brunch.waffles,banana egg waffles,4.5,prep minscook minstotal minsservings yield waffles,cooking spray eggs beaten bananas mashed ½ teaspoon vanilla extract ½ cup peanut butter melted cup oats optional ½ cup chocolate chips optional
breakfast-and-brunch.waffles,brown sugar bacon waffles,4.5,prep minscook minstotal minsservings yield waffles,slices bacon tablespoons brown sugar cups flour ½ cup brown sugar tablespoon baking powder teaspoon baking soda teaspoon salt eggs u½ cups buttermilk u cup vegetable oil ½ teaspoon vanilla extract
breakfast-and-brunch.waffles,savory herb waffles,4.5,prep minscook minstotal minsservings yield servings,cups allpurpose flour teaspoons baking powder teaspoon baking soda teaspoon garlic salt teaspoon dried parsley ½ teaspoon dried rosemary ¼ teaspoon dried tarragon u½ cups shredded smoked gouda cheese cups buttermilk eggs separated u cup light sour cream ½ cup vegetable oil
breakfast-and-brunch.waffles,rich yogurt waffles,0,prep minscook minstotal minsservings yield waffles,eggs u½ cups vanilla fatfree yogurt u¼ cups allpurpose flour teaspoons baking powder teaspoon baking soda ½ teaspoon kosher salt ½ cup shortening
breakfast-and-brunch.waffles,glutenfree waffles,0,prep minscook minstotal minsservings yield servings,uu cups milk cup buckwheat flour cup almond flour u cup vegetable oil eggs tablespoon baking powder teaspoons white sugar teaspoon salt
soups-stews-and-chili.soup.chicken-soup,homemade chicken soup,4.5,servings yield servings,pound whole chicken carrots halved stalks celery halved large onion halved water to cover salt and pepper to taste teaspoon chicken bouillon granules optional
soups-stews-and-chili.soup.chicken-soup,angel family chicken soup with matzo balls,0,prep minscook hr minsadditional minstotal hrsservings yield servings,whole chicken parsnips peeled and cut into bitesize pieces large carrots cut into bitesize pieces bunch celery cut into bitesize pieces onion cut into bitesize pieces bunch fresh dill chopped bunch fresh parsley chopped cups water eggs ¼ cup vegetable oil cup matzo meal quart chicken stock rotisserie chicken bones removed and meat cut into bitesize pieces salt and pepper to taste
soups-stews-and-chili.soup.chicken-soup,wild rice and chicken soup,4.5,servings yield servings,ounce cans chicken broth cups water ½ cup wild rice ½ cup chopped green onions ½ cup butter ¾ cup allpurpose flour ¾ teaspoon salt ½ teaspoon poultry seasoning ¼ teaspoon ground black pepper cups heavy cream cups cubed cooked chicken meat ounce jar sliced pimento peppers drained
soups-stews-and-chili.soup.chicken-soup,avocado soup with chicken and lime,4.5,prep minscook minstotal minsservings yield servings,inch corn tortillas julienned u½ tablespoons olive oil white onion sliced thinly cloves garlic thinly sliced fresh jalapeno peppers sliced ounces skinless boneless chicken breast halves cut into thin strips quart chicken broth ¼ cup fresh lime juice tomato seeded and diced salt and ground black pepper to taste avocado peeled pitted and diced ¼ cup chopped fresh cilantro
soups-stews-and-chili.soup.chicken-soup,steves chicken noodle soup,0,prep minscook hrtotal hr minsservings yield servings,tablespoons vegetable oil onions diced stalks celery diced carrot diced ¾ tablespoon chopped fresh rosemary ¾ tablespoon chopped fresh tarragon ¾ tablespoon chopped fresh thyme ¾ tablespoon chopped italian flat leaf parsley quarts lowfat low sodium chicken broth u½ cups cubed skinless boneless chicken breast meat ounce package egg noodles salt and pepper to taste
soups-stews-and-chili.soup.chicken-soup,the best chicken soup ever,4.5,cook hrstotal hrsservings yield servings,to pound whole chicken stalks celery with leaves chopped pound baby carrots onions chopped cubes beef bouillon crumbled packet chicken noodle soup mix ounce cans lowsodium chicken broth pinch dried thyme pinch poultry seasoning pinch dried basil black peppercorns bay leaves pinch dried parsley ounce package farfalle bow tie pasta
soups-stews-and-chili.soup.chicken-soup,slow cooker chicken and dumplings,0,prep minscook hrstotal hrs minsservings,skinless boneless chicken breast halves tablespoons butter ounce cans condensed cream of chicken soup medium onion finely diced ounce package refrigerated biscuit dough cups water or as needed to cover
soups-stews-and-chili.soup.chicken-soup,lemon chicken orzo soup,5,prep minscook hrtotal hr minsservings yield quarts,ounces orzo pasta teaspoon olive oil medium carrots chopped or more to taste ribs celery chopped medium onion chopped cloves garlic minced ½ teaspoon dried thyme ½ teaspoon dried oregano salt and ground black pepper to taste bay leaf ounce cartons fatfree lowsodium chicken broth ½ cup fresh lemon juice lemon zested ounces cooked chicken breast chopped ounce package baby spinach leaves lemon sliced for garnish optional ¼ cup grated parmesan cheese optional
soups-stews-and-chili.soup.chicken-soup,chicken wild rice soup i,0,prep minscook hrs minstotal hrs minsservings yield servings,½ cup butter finely chopped onion ½ cup chopped celery ½ cup sliced carrots ½ pound fresh sliced mushrooms ¾ cup allpurpose flour cups chicken broth cups cooked wild rice pound boneless skinless chicken breasts cooked and cubed ½ teaspoon salt ½ teaspoon curry powder ½ teaspoon mustard powder ½ teaspoon dried parsley ½ teaspoon ground black pepper cup slivered almonds tablespoons dry sherry cups halfandhalf
soups-stews-and-chili.soup.chicken-soup,greek lemon chicken soup,4.5,prep minscook minstotal hr minsservings yield servings,cups chicken broth ½ cup fresh lemon juice ½ cup shredded carrots ½ cup chopped onion ½ cup chopped celery tablespoons chicken soup base ¼ teaspoon ground white pepper ¼ cup margarine ¼ cup allpurpose flour cup cooked white rice cup diced cooked chicken meat slices lemon egg yolks
soups-stews-and-chili.soup.chicken-soup,easy chicken posole,0,prep minscook hrs minstotal hrs minsservings yield servings,u½ pounds skinless boneless chicken breast halves tablespoons vegetable oil divided onion chopped cloves garlic minced u½ quarts chicken broth cups water teaspoon crumbled dried oregano teaspoons salt tablespoons chili powder or to taste cups white hominy rinsed and drained tostada shells
soups-stews-and-chili.soup.chicken-soup,six can chicken tortilla soup,4.5,prep minscook minstotal minsservings yield servings,ounce can whole kernel corn drained ounce cans chicken broth ounce can chunk chicken ounce can black beans ounce can diced tomatoes with green chile peppers drained
soups-stews-and-chili.soup.chicken-soup,slow cooker chicken taco soup,0,prep minscook hrstotal hrs minsservings yield servings,onion chopped ounce can chili beans ounce can black beans ounce can whole kernel corn drained ounce can tomato sauce fluid ounce can or bottle beer ounce cans diced tomatoes with green chilies undrained ounce package taco seasoning whole skinless boneless chicken breasts ounce package shredded cheddar cheese optional ounce container sour cream cup crushed tortilla chips
soups-stews-and-chili.soup.chicken-soup,coldbusting ginger chicken noodle soup,4.5,prep minscook hr minstotal hr minsservings yield servings,u½ tablespoons olive oil large chicken breasts large onion diced cloves garlic crushed cups water cups white wine ¾ cup fresh lemon juice inch piece fresh ginger peeled and thinly sliced whole black peppercorns cubes chicken bouillon bay leaves tablespoon white sugar ¾ cup peeled and sliced carrots stalks celery diced kohlrabi bulb peeled and diced u½ tablespoons fresh rosemary tablespoons fresh thyme ounce package egg noodles large clove garlic minced tablespoon grated ginger teaspoon salt or to taste ½ cup chopped fresh parsley
soups-stews-and-chili.soup.chicken-soup,slowcooker chicken tortilla soup,4.5,prep minscook hrstotal hrs minsservings,pound shredded cooked chicken ounce can whole peeled tomatoes mashed ounce can enchilada sauce ounce can chopped green chile peppers medium onion chopped cloves garlic minced cups water ounce can chicken broth teaspoon cumin teaspoon chili powder teaspoon salt ¼ teaspoon black pepper bay leaf ounce package frozen corn tablespoon chopped cilantro corn tortillas tablespoons vegetable oil or as needed
soups-stews-and-chili.soup.chicken-soup,mulligatawny soup,0,prep minscook hrtotal hr minsservings,½ cup chopped onion stalks celery chopped carrot diced ¼ cup butter u½ tablespoons allpurpose flour u½ teaspoons curry powder cups chicken broth ½ apple cored and chopped ¼ cup white rice skinless boneless chicken breast half cut into cubes pinch dried thyme salt and ground black pepper to taste ½ cup heavy cream heated
soups-stews-and-chili.soup.chicken-soup,super easy chicken and dumplings,0,prep minscook minstotal minsservings,ounce cans condensed cream of chicken soup ounce cans chicken broth cups shredded cooked chicken meat ounce cans refrigerated biscuit dough
soups-stews-and-chili.soup.chicken-soup,incredibly easy chicken and noodles,4.5,prep minscook minstotal minsservings,ounce cans chicken broth ounce can condensed cream of chicken soup ounce can condensed cream of mushroom soup cups diced cooked chicken breast meat teaspoons onion powder teaspoon seasoning salt ½ teaspoon garlic powder ounce packages frozen egg noodles
soups-stews-and-chili.soup.chicken-soup,creamy chicken and wild rice soup,5,prep minscook minstotal minsservings yield servings,cups chicken broth cups water cooked boneless chicken breast halves shredded ounce package quick cooking long grain and wild rice with seasoning packet ½ teaspoon salt ½ teaspoon ground black pepper ¾ cup allpurpose flour ½ cup butter cups heavy cream
soups-stews-and-chili.soup.chicken-soup,greek lemon chicken soup,4.5,prep minscook minstotal hr minsservings yield servings,cups chicken broth ½ cup fresh lemon juice ½ cup shredded carrots ½ cup chopped onion ½ cup chopped celery tablespoons chicken soup base ¼ teaspoon ground white pepper ¼ cup margarine ¼ cup allpurpose flour cup cooked white rice cup diced cooked chicken meat slices lemon egg yolks
soups-stews-and-chili.soup.chicken-soup,chef johns homemade chicken noodle soup,0,prep minscook minstotal minsservings yield servings,tablespoon butter ½ cup diced carrot ½ cup diced onion ½ cup diced celery pinch salt ¼ teaspoon fresh thyme leaves tablespoons melted chicken fat quarts roasted chicken broth see footnote for recipe link ounces uncooked wide egg noodles cooked boneless chicken breast halves cubed pinch cayenne pepper optional pinch salt and ground black pepper to taste
soups-stews-and-chili.soup.chicken-soup,slow cooker creamy chicken taco soup,5,prep minscook hrs minstotal hrs minsservings yield servings,serving nonstick cooking spray cup diced onion cup diced bell pepper teaspoons salt divided cups chicken broth ounce can diced tomatoes and green chiles such as rotel® ounce can condensed cream of mushroom soup ounce can chopped green chiles such as ortega® tablespoons oil tablespoon taco seasoning ½ teaspoon ground cumin ¼ teaspoon ground black pepper pound skinless boneless chicken breast ounce package neufchatel cheese softened
